element,original_line,scene_abbreviation,original_content,element_type,element_text,section_depth,scene_number,is_centered,is_dual_dialogue
"Action: Spinning the Key to the City, Edward WHISTLES, because it's a day meant for whistling.",1271,.,"Spinning the Key to the City, Edward WHISTLES, because it's a day meant for whistling.  ",Action,"Spinning the Key to the City, Edward WHISTLES, because it's a day meant for whistling.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Scene Heading: FURTHER ALONG - ROUGH PATH,1273,EXT.,EXT. FURTHER ALONG - ROUGH PATH,Scene Heading,FURTHER ALONG - ROUGH PATH,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: The road has narrowed to a rough path.  Spikes of sunlight break through the thick canopy, catching particles in the air.  Still, Edward WHISTLES.",1275,.,"The road has narrowed to a rough path.  Spikes of sunlight break through the thick canopy, catching particles in the air.  Still, Edward WHISTLES.",Action,"The road has narrowed to a rough path.  Spikes of sunlight break through the thick canopy, catching particles in the air.  Still, Edward WHISTLES.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Coming around a bend, his PITCH DROPS as he sees thick, thorny vines growing across the path.  He stops.  For the first time, he realizes the birds have stopped singing.  The forest is dead quiet.",1277,.,"Coming around a bend, his PITCH DROPS as he sees thick, thorny vines growing across the path.  He stops.  For the first time, he realizes the birds have stopped singing.  The forest is dead quiet.",Action,"Coming around a bend, his PITCH DROPS as he sees thick, thorny vines growing across the path.  He stops.  For the first time, he realizes the birds have stopped singing.  The forest is dead quiet.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: He looks back the way he came.  It's tempting to go back.  It would be easier to go back.  But Edward presses on.,1279,.,He looks back the way he came.  It's tempting to go back.  It would be easier to go back.  But Edward presses on.,Action,He looks back the way he came.  It's tempting to go back.  It would be easier to go back.  But Edward presses on.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: He carefully steps through the thorns.  His trouser legs catch on the barbs.  We can hear the fabric TEAR.,1281,.,He carefully steps through the thorns.  His trouser legs catch on the barbs.  We can hear the fabric TEAR.,Action,He carefully steps through the thorns.  His trouser legs catch on the barbs.  We can hear the fabric TEAR.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: FURTHER ALONG,1283,.,FURTHER ALONG ,Action,FURTHER ALONG,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: A scratched and sweaty Edward waves off various STINGING BUGS flying at him, finally whipping off his hat to swat at them.  Just then a CAWING crow swoops down and grabs the hat right out of his hands.",1285,.,"A scratched and sweaty Edward waves off various STINGING BUGS flying at him, finally whipping off his hat to swat at them.  Just then a CAWING crow swoops down and grabs the hat right out of his hands.",Action,"A scratched and sweaty Edward waves off various STINGING BUGS flying at him, finally whipping off his hat to swat at them.  Just then a CAWING crow swoops down and grabs the hat right out of his hands.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: EDWARD,1287,.,EDWARD,Character,EDWARD,0,,False,False
Dialogue: You stupid sonofa...,1288,.,You stupid sonofa...,Dialogue,You stupid sonofa...,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: He stops his swearing, but grabs a rock and throws it.  The stone ricochets off a tree and into a BEE'S NEST.  The swarm roars out.",1290,.,"He stops his swearing, but grabs a rock and throws it.  The stone ricochets off a tree and into a BEE'S NEST.  The swarm roars out.",Action,"He stops his swearing, but grabs a rock and throws it.  The stone ricochets off a tree and into a BEE'S NEST.  The swarm roars out.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Edward high-tails it, each step still precarious.",1292,.,"Edward high-tails it, each step still precarious.",Action,"Edward high-tails it, each step still precarious.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Scene Heading: THE DARK FOREST - DAY [LATER],1294,EXT.,EXT.  THE DARK FOREST - DAY [LATER],Scene Heading,THE DARK FOREST - DAY [LATER],0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Edward is bruised, battered and bee-stung.",1296,.,"Edward is bruised, battered and bee-stung.  ",Action,"Edward is bruised, battered and bee-stung.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: A half-broken sign lies in the road.  Edward picks it up.  Reads it:,1298,.,A half-broken sign lies in the road.  Edward picks it up.  Reads it:,Action,A half-broken sign lies in the road.  Edward picks it up.  Reads it:,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: WARNING!,1300,.,WARNING!  ,Action,WARNING!,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: JUMPING SPIDERS!,1302,.,JUMPING SPIDERS!,Action,JUMPING SPIDERS!,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Sure enough, up ahead he sees the path is overgrown with thick cobwebs, heavy from the rain.",1304,.,"Sure enough, up ahead he sees the path is overgrown with thick cobwebs, heavy from the rain.",Action,"Sure enough, up ahead he sees the path is overgrown with thick cobwebs, heavy from the rain.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: EDWARD (V.O.)
There comes a point where a reasonable man will swallow his pride and admit he's made a terrible mistake.  The truth is, I was never a reasonable man.",1306,.,EDWARD (V.O.),Action,"EDWARD (V.O.)
There comes a point where a reasonable man will swallow his pride and admit he's made a terrible mistake.  The truth is, I was never a reasonable man.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Edward tosses the sign and forges ahead, into the spiderwebs.",1309,.,"Edward tosses the sign and forges ahead, into the spiderwebs.",Action,"Edward tosses the sign and forges ahead, into the spiderwebs.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: EDWARD (CONT'D)
And what I recalled of Sunday School was that the more difficult something became, the more rewarding it was in the end.",1311,.,EDWARD (CONT'D),Action,"EDWARD (CONT'D)
And what I recalled of Sunday School was that the more difficult something became, the more rewarding it was in the end.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Scene Heading: CLEARING / THE ROAD - DAY,1314,EXT.,EXT.  CLEARING / THE ROAD - DAY  ,Scene Heading,CLEARING / THE ROAD - DAY,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Edward emerges from the forest, brushing the last cobwebs off and shaking the spiders from his shirt.  One is stuck in his sleeve, and he has to dance to get it out.  Even then, he still keeps twitching, convinced another one is left behind.",1316,.,"Edward emerges from the forest, brushing the last cobwebs off and shaking the spiders from his shirt.  One is stuck in his sleeve, and he has to dance to get it out.  Even then, he still keeps twitching, convinced another one is left behind.",Action,"Edward emerges from the forest, brushing the last cobwebs off and shaking the spiders from his shirt.  One is stuck in his sleeve, and he has to dance to get it out.  Even then, he still keeps twitching, convinced another one is left behind.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: At his feet, the gravel road has returned, smooth and dusty and comforting.",1318,.,"At his feet, the gravel road has returned, smooth and dusty and comforting. ",Action,"At his feet, the gravel road has returned, smooth and dusty and comforting.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Ahead lies a tiny one-street town -- smaller even than Ashton -- with powerlines emerging from the woods to feed it.  Dangling from the line above he sees two dozen pairs of shoes, their laces tied together.",1320,.,"Ahead lies a tiny one-street town -- smaller even than Ashton -- with powerlines emerging from the woods to feed it.  Dangling from the line above he sees two dozen pairs of shoes, their laces tied together.",Action,"Ahead lies a tiny one-street town -- smaller even than Ashton -- with powerlines emerging from the woods to feed it.  Dangling from the line above he sees two dozen pairs of shoes, their laces tied together.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: He passes a sign that reads ""Welcome To Spectre!""",1322,.,"He passes a sign that reads ""Welcome To Spectre!""",Action,"He passes a sign that reads ""Welcome To Spectre!""",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Scene Heading: THE TOWN OF SPECTRE   - DAY,1324,EXT.,EXT.  THE TOWN OF SPECTRE   - DAY,Scene Heading,THE TOWN OF SPECTRE   - DAY,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: It's a main street with stores on each side:  Cole's Pharmacy, Talbot's Five and Dime, Al's Country Store.  Everything is old, but this isn't a ghost town.  In fact, there's a group of about 20 CITIZENS spilling out to see Edward approach.  Most are smiling.  There are even a few tears of joy.",1326,.,"It's a main street with stores on each side:  Cole's Pharmacy, Talbot's Five and Dime, Al's Country Store.  Everything is old, but this isn't a ghost town.  In fact, there's a group of about 20 CITIZENS spilling out to see Edward approach.  Most are smiling.  There are even a few tears of joy.",Action,"It's a main street with stores on each side:  Cole's Pharmacy, Talbot's Five and Dime, Al's Country Store.  Everything is old, but this isn't a ghost town.  In fact, there's a group of about 20 CITIZENS spilling out to see Edward approach.  Most are smiling.  There are even a few tears of joy.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: What's more, all of these people are barefoot.",1328,.,"What's more, all of these people are barefoot.",Action,"What's more, all of these people are barefoot.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: MAN'S VOICE
Friend!",1330,.,MAN'S VOICE,Action,"MAN'S VOICE
Friend!",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: A forty-year old man named BEAMEN comes out of the seed store to greet Edward.  Friendly but a little drunk, he's the closest thing the town has to a mayor.  He's carrying a clipboard.",1333,.,"A forty-year old man named BEAMEN comes out of the seed store to greet Edward.  Friendly but a little drunk, he's the closest thing the town has to a mayor.  He's carrying a clipboard.",Action,"A forty-year old man named BEAMEN comes out of the seed store to greet Edward.  Friendly but a little drunk, he's the closest thing the town has to a mayor.  He's carrying a clipboard.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: BEAMEN,1335,.,BEAMEN,Character,BEAMEN,0,,False,False
Dialogue: Welcome to ya.  What's your name?,1336,.,Welcome to ya.  What's your name?,Dialogue,Welcome to ya.  What's your name?,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: EDWARD,1338,.,EDWARD,Character,EDWARD,0,,False,False
Dialogue: Edward Bloom.,1339,.,Edward Bloom.,Dialogue,Edward Bloom.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Beamen checks the clipboard.  Not finding the name, he flips forward a few pages.  Still looking...",1341,.,"Beamen checks the clipboard.  Not finding the name, he flips forward a few pages.  Still looking...",Action,"Beamen checks the clipboard.  Not finding the name, he flips forward a few pages.  Still looking...",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: BEAMEN,1343,.,BEAMEN,Character,BEAMEN,0,,False,False
Dialogue: Bloom like a flower?,1344,.,Bloom like a flower?,Dialogue,Bloom like a flower?,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: EDWARD,1346,.,EDWARD,Character,EDWARD,0,,False,False
Dialogue: Yes.,1347,.,Yes.,Dialogue,Yes.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: BEAMEN,1349,.,BEAMEN,Character,BEAMEN,0,,False,False
Dialogue: Oh.  Here!  Right here.  Edward Bloom.  We weren't expecting you yet.,1350,.,Oh.  Here!  Right here.  Edward Bloom.  We weren't expecting you yet.,Dialogue,Oh.  Here!  Right here.  Edward Bloom.  We weren't expecting you yet.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: Still confused...,1352,.,Still confused...,Action,Still confused...,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: EDWARD,1354,.,EDWARD,Character,EDWARD,0,,False,False
Dialogue: You were expecting me?,1355,.,You were expecting me?,Dialogue,You were expecting me?,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: BEAMEN,1357,.,BEAMEN,Character,BEAMEN,0,,False,False
Dialogue: Not yet.,1358,.,Not yet.,Dialogue,Not yet.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: A helpful woman named MILDRED chimes in:,1360,.,A helpful woman named MILDRED chimes in:,Action,A helpful woman named MILDRED chimes in:,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: MILDRED,1362,.,MILDRED,Character,MILDRED,0,,False,False
Dialogue: You must have taken a shortcut.,1363,.,You must have taken a shortcut.,Dialogue,You must have taken a shortcut.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: EDWARD,1365,.,EDWARD,Character,EDWARD,0,,False,False
Dialogue: I did.  It nearly killed me.,1366,.,I did.  It nearly killed me.,Dialogue,I did.  It nearly killed me.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: BEAMEN,1368,.,BEAMEN,Character,BEAMEN,0,,False,False
"Dialogue: Mmm-hmm.  Life'll do that to you.  And truthfully, the long way _is_ easier, but it's longer.",1369,.,"Mmm-hmm.  Life'll do that to you.  And truthfully, the long way _is_ easier, but it's longer.",Dialogue,"Mmm-hmm.  Life'll do that to you.  And truthfully, the long way _is_ easier, but it's longer.",0,,False,False
